time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
16:44:44.197798,[0.37435254223192893, 0.031647934134806044, 0.5932017394878123, 0.9603744097860452],[2, 0, 4, 0.9603744097860452],-0.193
