time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
18:32:19.142320,[0.009287870235242468, 0.4386261569680163, 0.5515718331510517, 0.2704511645669951],[0, 2, 4, 0.2704511645669951],-1.452
