time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
19:33:49.076338,[0.6121895452171362, 0.24567587035012328, 0.14177174608340504, 0.5877768636959403],[4, 2, 0, 0.5877768636959403],-0.991
