,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
[0.2827195525921872, 0.04367320665508112, 0.6729879337074876, 0.3829863154946937],[1.0, 0.0, 4.0, 0.3829863154946937],
