,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
[0.03772646477521513, 0.7349269834897547, 0.2272613544420603, 0.11540118876596575],[0.0, 5.0, 1.0, 0.11540118876596575],
