,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
[0.5219233446680773, 0.002091329848067036, 0.4754201513805201, 0.6076110169822997],[3.0, 0.0, 2.0, 0.6076110169822997],
