time,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
13:51:21.969767,[0.4680650271436958, 0.4020531143682825, 0.12888298488983707, 0.6187655505743979],[1.0, 1.0, 0.0, 0.6187655505743979],
