time,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
10:34:36.835191,[0.23496922451245006, 0.10117361968285565, 0.6636633740395564, 0.36966095119371856],[0.0, 0.0, 2.0, 0.36966095119371856],
