time,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
10:27:32.666719,[0.3398633844665625, 0.08634983924100503, 0.5734562381544472, 0.8096185926994761],[0.0, 0.0, 2.0, 0.8096185926994761],
