time,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
14:08:58.710632,[0.31861886887078816, 0.33500688676690493, 0.34554149817489843, 0.20962890356787664],[0.0, 1.0, 1.0, 0.20962890356787664],
