time,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
13:41:03.296036,[0.551083770214133, 0.09093428355481992, 0.3571386423068047, 0.6996477418490845],[2.0, 0.0, 0.0, 0.6996477418490845],File received
