,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
[0.5533120869779005, 0.3738348347889269, 0.07241642048099406, 0.7789369027361183],[3.0, 2.0, 0.0, 0.7789369027361183],0.25999999046325684
