time,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
10:28:29.898089,[0.2953592515228587, 0.43849768591492644, 0.26586833305336477, 0.4721704948415993],[1.0, 1.0, 0.0, 0.4721704948415993],
