time,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
13:52:23.666985,[0.3060906616819994, 0.5679104048033429, 0.12531333243591236, 0.44588733548965387],[0.0, 2.0, 0.0, 0.44588733548965387],
