,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
[0.023766349122812946, 0.3029021676513681, 0.672993144149741, 0.772348228262074],[0.0, 1.0, 5.0, 0.772348228262074],0.056999999999999995
[0.23283231907201996, 0.7340166895308712, 0.03237582074344725, 0.6237133027807565],[1.0, 5.0, 0.0, 0.6237133027807565],-0.37
[0.5081035635899736, 0.1834419935049314, 0.3075683716922022, 0.7303509869614084],[4.0, 1.0, 1.0, 0.7303509869614084],-0.42700000000000005
[0.21530886490718848, 0.2155455894121856, 0.5687012379477703, 0.19069321130868416],[1.0, 1.0, 4.0, 0.19069321130868416],-0.45399999999999996
[0.10307682930184614, 0.15426297508006526, 0.7420553903135162, 0.6950735378496309],[0.0, 1.0, 5.0, 0.6950735378496309],-0.45099999999999996
[0.023766342678716825, 0.3029021776764758, 0.6729931405944961, 0.7723482335076324],[0.0, 1.0, 5.0, 0.7723482335076324],-0.33199999999999996
[0.02674384450713696, 0.05749367028071384, 0.915279790629389, 0.9770861726489686],[0.0, 0.0, 6.0, 0.9770861726489686],-0.163
[0.05890779506735555, 0.028125127624662016, 0.9122495290097566, 0.9114252676393404],[0.0, 0.0, 6.0, 0.9114252676393404],-0.295
[0.02689702170840569, 0.0790491344550236, 0.8935254263965611, 0.9853033307411871],[0.0, 0.0, 6.0, 0.9853033307411871],-0.259
[0.0019647833140350457, 0.04644454258023445, 0.9514270062424524, 0.9382345462666122],[0.0, 0.0, 6.0, 0.9382345462666122],-0.167
[0.034084153201464074, 0.004688244533745278, 0.9608798570474962, 0.9074815558118432],[0.0, 0.0, 6.0, 0.9074815558118432],-0.431
[0.0006092313832525287, 0.09846517230045004, 0.9001646292750456, 0.9648401147528697],[0.0, 0.0, 6.0, 0.9648401147528697],-0.344
[0.08950321497868396, 0.0014639611798806795, 0.9083155727063883, 0.9330001374313595],[0.0, 0.0, 6.0, 0.9330001374313595],-0.375
[0.05636273326479524, 0.005292430186223052, 0.9377733269100423, 0.9952938598512632],[0.0, 0.0, 6.0, 0.9952938598512632],-0.412
[0.07119941404554697, 0.055443486012376364, 0.8723832177529093, 0.9843560507530139],[0.0, 0.0, 6.0, 0.9843560507530139],-0.437
[0.0332658544107346, 0.009049425933254196, 0.957336813256679, 0.9660886800024778],[0.0, 0.0, 6.0, 0.9660886800024778],-0.451
[0.023763814321809434, 0.3029134293757611, 0.6729843813571538, 0.7723487601830223],[0.0, 1.0, 5.0, 0.7723487601830223],-0.297
[0.023766312640426914, 0.3029023276443486, 0.6729930201525265, 0.7723482367615867],[0.0, 1.0, 5.0, 0.7723482367615867],-0.353
[0.023766187982921544, 0.30290293864574985, 0.6729925510602677, 0.772348266117904],[0.0, 1.0, 5.0, 0.772348266117904],-0.277
[0.023766276222372783, 0.30290249485483695, 0.6729928904780844, 0.7723482438268284],[0.0, 1.0, 5.0, 0.7723482438268284],-0.434
[0.02376635 0.30290217 0.67299314 0.77234823],-0.056999999999999995
0.023766349122812946,[0.0, 1.0, 5.0, 0.772348228262074]
