,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward 
[0.6414295744560543, 0.2811328089977688, 0.07648783138708592, 0.9108643129348865],[4.0, 1.0, 0.0, 0.9108643129348865],
