time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
18:30:50.052554,[0.7791382444508442, 0.16016088415249097, 0.06049284468866478, 0.29795872279243824],[5, 1, 0, 0.29795872279243824],-1.557
18:30:56.532048,[0.34187545034741984, 0.46534174621077373, 0.1918736058928816, 0.694816516957067],[2, 3, 1, 0.694816516957067],-1.093
18:31:03.287550,[0.4564669519261263, 0.4825423465881292, 0.06052808930559528, 0.311338348605068],[3, 3, 0, 0.311338348605068],-1.533
18:31:09.640534,[0.3809167833520002, 0.4921298389305645, 0.126807921223271, 0.82240093465568],[3, 3, 0, 0.82240093465568],-0.935
18:31:16.087824,[0.028920294187571916, 0.6153454392405933, 0.3552809189543731, 0.8501339455527894],[0, 4, 2, 0.8501339455527894],-0.747
18:31:23.186030,[0.05788531954208176, 0.8649919603284961, 0.07696497707447458, 0.9972446900323559],[0, 6, 0, 0.9972446900323559],-0.84
18:31:30.183779,[0.019455534812471666, 0.6000515552432542, 0.38049289755647947, 0.9889292391767901],[0, 4, 2, 0.9889292391767901],-0.8
18:31:37.237981,[0.004948043615472214, 0.09527092551437484, 0.8987922582364027, 1.0],[0, 0, 6, 1.0],-0.705
18:31:44.320730,[0.03793554275670968, 0.25386687970439636, 0.7079574148341451, 1.0],[0, 1, 5, 1.0],-0.69
18:31:51.239634,[0.01329144501081958, 0.28209375964875694, 0.7043020906378934, 0.9697403474665163],[0, 1, 5, 0.9697403474665163],-0.69
