time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
18:17:46.755821,[0.010481606253061604, 0.26192770529272313, 0.7270897421144997, 0.610336488666338],[0, 1, 5, 0.610336488666338],-0.887
