time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
11:30:59.205744,[0.2093464884337758, 0.1552102681990063, 0.6350399835273087, 0.9144868524539804],[2, 0, 4, 0.9144868524539804],-0.481
