time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
12:02:07.652392,[0.5792301903669101, 0.38845323147748456, 0.03142662055493761, 0.20115376439505228],[4, 2, 0, 0.20115376439505228],-1.92
