Timestamp,Reward,Reward_Server,Reward_Locally,Best_BT,Reward_Difference_Percentage
2024-05-31 05:32:11,-0.83,-0.96,-0.76,-0.66,-0.25757575757575746
2024-05-31 05:32:13,-0.83,-0.96,-0.76,-0.66,-0.25757575757575746
2024-05-31 05:32:15,-0.86,-1.01,-0.78,-0.66,-0.3030303030303029
2024-05-31 05:32:17,-0.89,-0.91,-0.87,-0.66,-0.34848484848484845
2024-05-31 05:32:19,-0.89,-1.05,-0.8,-0.66,-0.34848484848484845
2024-05-31 05:32:21,-0.92,-0.91,-0.93,-0.66,-0.3939393939393939
2024-05-31 05:32:23,-0.93,-0.87,-0.97,-0.66,-0.4090909090909091
2024-05-31 05:32:25,-0.91,-0.89,-0.91,-0.66,-0.3787878787878788
2024-05-31 05:32:27,-0.89,-0.96,-0.85,-0.66,-0.34848484848484845
2024-05-31 05:32:29,-0.9,-1.06,-0.82,-0.66,-0.3636363636363636
2024-05-31 05:32:31,-0.81,-0.89,-0.77,-0.66,-0.2272727272727273
2024-05-31 05:32:33,-0.83,-0.84,-0.82,-0.66,-0.25757575757575746
2024-05-31 05:32:35,-0.85,-0.89,-0.83,-0.66,-0.2878787878787878
2024-05-31 05:32:37,-0.79,-0.92,-0.72,-0.66,-0.19696969696969696
2024-05-31 05:32:39,-0.87,-0.99,-0.81,-0.66,-0.3181818181818181
2024-05-31 05:32:41,-0.72,-0.75,-0.7,-0.66,-0.09090909090909081
2024-05-31 05:32:43,-0.75,-0.83,-0.72,-0.66,-0.1363636363636363
2024-05-31 05:32:45,-0.79,-0.78,-0.8,-0.66,-0.19696969696969696
2024-05-31 05:32:47,-0.78,-0.85,-0.74,-0.66,-0.1818181818181818
2024-05-31 05:32:49,-0.76,-0.83,-0.72,-0.66,-0.15151515151515146
2024-05-31 05:32:51,-0.62,-0.86,-0.49,-0.66,0.060606060606060656
2024-05-31 05:32:53,-0.65,-0.69,-0.64,-0.66,0.015151515151515164
2024-05-31 05:32:55,-0.76,-0.8,-0.73,-0.66,-0.15151515151515146
2024-05-31 05:32:57,-0.73,-0.79,-0.69,-0.66,-0.10606060606060598
2024-05-31 05:32:59,-0.61,-0.73,-0.54,-0.66,0.07575757575757582
2024-05-31 05:33:01,-0.7,-0.77,-0.66,-0.66,-0.06060606060606049
2024-05-31 05:33:03,-0.81,-0.72,-0.85,-0.66,-0.2272727272727273
2024-05-31 05:33:05,-0.78,-0.71,-0.82,-0.66,-0.1818181818181818
2024-05-31 05:33:07,-0.77,-0.67,-0.82,-0.66,-0.16666666666666663
2024-05-31 05:33:09,-0.74,-0.71,-0.75,-0.66,-0.12121212121212115
2024-05-31 05:33:11,-0.82,-0.72,-0.86,-0.66,-0.2424242424242423
2024-05-31 05:33:15,-0.76,-0.65,-0.82,-0.66,-0.15151515151515146
2024-05-31 05:33:15,-0.95,-0.49,-1.18,-0.66,-0.4393939393939393
2024-05-31 05:33:17,-0.62,-0.77,-0.55,-0.66,0.060606060606060656
2024-05-31 05:33:19,-0.75,-0.75,-0.75,-0.66,-0.1363636363636363
2024-05-31 05:33:21,-0.66,-0.73,-0.63,-0.66,-0.0
2024-05-31 05:33:23,-0.72,-0.75,-0.7,-0.66,-0.09090909090909081
2024-05-31 05:33:25,-0.7,-0.78,-0.67,-0.66,-0.06060606060606049
2024-05-31 05:33:27,-0.7,-0.76,-0.68,-0.66,-0.06060606060606049
2024-05-31 05:33:29,-0.69,-0.79,-0.63,-0.66,-0.045454545454545324
2024-05-31 05:33:31,-0.77,-0.8,-0.75,-0.66,-0.16666666666666663
2024-05-31 05:33:33,-0.67,-0.76,-0.63,-0.66,-0.015151515151515164
2024-05-31 05:33:35,-0.65,-0.79,-0.58,-0.66,0.015151515151515164
2024-05-31 05:33:37,-0.71,-0.66,-0.74,-0.66,-0.07575757575757565
2024-05-31 05:33:39,-0.66,-0.71,-0.63,-0.66,-0.0
2024-05-31 05:33:41,-0.66,-0.73,-0.62,-0.66,-0.0
2024-05-31 05:33:43,-0.69,-0.74,-0.66,-0.66,-0.045454545454545324
2024-05-31 05:33:45,-0.5,-0.73,-0.38,-0.66,0.24242424242424246
2024-05-31 05:33:47,-0.69,-0.74,-0.67,-0.66,-0.045454545454545324
2024-05-31 05:33:49,-0.7,-0.68,-0.71,-0.66,-0.06060606060606049
2024-05-31 05:33:51,-0.71,-0.72,-0.7,-0.66,-0.07575757575757565
2024-05-31 05:33:53,-0.67,-0.72,-0.65,-0.66,-0.015151515151515164
2024-05-31 05:33:55,-0.64,-0.76,-0.58,-0.66,0.030303030303030328
2024-05-31 05:33:58,-0.7,-0.75,-0.68,-0.66,-0.06060606060606049
2024-05-31 05:33:59,-0.56,-0.79,-0.44,-0.66,0.15151515151515146
2024-05-31 05:34:01,-0.65,-0.72,-0.61,-0.66,0.015151515151515164
2024-05-31 05:34:03,-0.6,-0.74,-0.54,-0.66,0.09090909090909098
2024-05-31 05:34:05,-0.65,-0.77,-0.59,-0.66,0.015151515151515164
2024-05-31 05:34:07,-0.65,-0.75,-0.59,-0.66,0.015151515151515164
2024-05-31 05:34:09,-0.58,-0.68,-0.53,-0.66,0.12121212121212131
2024-05-31 05:34:11,-0.63,-0.85,-0.53,-0.66,0.04545454545454549
2024-05-31 05:34:13,-0.58,-0.77,-0.48,-0.66,0.12121212121212131
2024-05-31 05:34:15,-0.61,-0.76,-0.54,-0.66,0.07575757575757582
2024-05-31 05:34:17,-0.53,-0.79,-0.4,-0.66,0.19696969696969696
2024-05-31 05:34:19,-0.57,-0.78,-0.46,-0.66,0.13636363636363646
2024-05-31 05:34:21,-0.63,-0.83,-0.53,-0.66,0.04545454545454549
2024-05-31 05:34:23,-0.62,-0.77,-0.54,-0.66,0.060606060606060656
2024-05-31 05:34:25,-0.66,-0.78,-0.6,-0.66,-0.0
2024-05-31 05:34:27,-0.61,-0.83,-0.5,-0.66,0.07575757575757582
2024-05-31 05:34:29,-0.54,-0.81,-0.41,-0.66,0.1818181818181818
2024-05-31 05:34:31,-0.59,-0.8,-0.49,-0.66,0.10606060606060615
2024-05-31 05:34:33,-0.6,-0.77,-0.52,-0.66,0.09090909090909098
2024-05-31 05:34:35,-0.62,-0.76,-0.55,-0.66,0.060606060606060656
2024-05-31 05:34:37,-0.64,-0.79,-0.56,-0.66,0.030303030303030328
2024-05-31 05:34:39,-0.59,-0.81,-0.47,-0.66,0.10606060606060615
2024-05-31 05:34:41,-0.62,-0.82,-0.51,-0.66,0.060606060606060656
2024-05-31 05:34:43,-0.63,-0.82,-0.54,-0.66,0.04545454545454549
2024-05-31 05:34:45,-0.63,-0.8,-0.55,-0.66,0.04545454545454549
2024-05-31 05:34:47,-0.64,-0.79,-0.57,-0.66,0.030303030303030328
2024-05-31 05:34:49,-0.62,-0.86,-0.5,-0.66,0.060606060606060656
2024-05-31 05:34:51,-0.65,-0.8,-0.58,-0.66,0.015151515151515164
2024-05-31 05:34:53,-0.62,-0.76,-0.55,-0.66,0.060606060606060656
2024-05-31 05:34:55,-0.66,-0.74,-0.62,-0.66,-0.0
2024-05-31 05:34:57,-0.59,-0.73,-0.52,-0.66,0.10606060606060615
2024-05-31 05:34:59,-0.61,-0.77,-0.54,-0.66,0.07575757575757582
2024-05-31 05:35:01,-0.62,-0.76,-0.55,-0.66,0.060606060606060656
2024-05-31 05:35:03,-0.64,-0.8,-0.57,-0.66,0.030303030303030328
2024-05-31 05:35:05,-0.58,-0.75,-0.5,-0.66,0.12121212121212131
2024-05-31 05:35:07,-0.56,-0.72,-0.48,-0.66,0.15151515151515146
2024-05-31 05:35:09,-0.6,-0.68,-0.56,-0.66,0.09090909090909098
2024-05-31 05:35:11,-0.52,-0.83,-0.36,-0.55,0.05454545454545459
2024-05-31 05:35:13,-0.49,-0.79,-0.34,-0.52,0.057692307692307744
