time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
15:06:14.282450,[0.224464631145326, 0.14707785286901687, 0.6279744517961484, 0.31345370646343956],[2, 0, 4, 0.31345370646343956],-1.457
15:06:25.068604,[0.2691599061676275, 0.6521004661671236, 0.07865912643685069, 0.4587028262478639],[2, 4, 0, 0.4587028262478639],-1.675
15:06:35.955790,[0.6100836188352642, 0.26766231072154967, 0.12141536399772268, 0.7748664336187603],[4, 2, 0, 0.7748664336187603],-1.34
15:06:47.401621,[0.21723712619509816, 0.3294214195002796, 0.4527983083786965, 0.7266730444471824],[1, 2, 3, 0.7266730444471824],-1.3
15:06:58.957535,[0.5076281758971111, 0.0009685161473861337, 0.49077045882365067, 0.8335197498569302],[4, 0, 2, 0.8335197498569302],-1.096
15:07:10.266603,[0.282630513243846, 0.010692559090195175, 0.7060535874954538, 0.9922941924306916],[1, 0, 5, 0.9922941924306916],-0.985
15:07:21.416900,[0.0, 0.0, 1.0, 1.0],[0, 0, 6, 1.0],-0.987
15:07:32.338288,[0.13214099556986136, 0.01314186898869528, 0.854709634053791, 0.9988135987753352],[0, 0, 6, 0.9988135987753352],-0.977
15:07:43.183391,[0.936207462540747, 0.009649333423850215, 0.054085682442861605, 0.8985954709253519],[6, 0, 0, 0.8985954709253519],-1.212
15:07:54.326389,[0.25070473647379976, 0.04963031049646893, 0.698840627119862, 0.990189576983987],[1, 0, 5, 0.990189576983987],-1.21
15:08:06.091906,[0.016746416399865294, 0.01642338461055526, 0.9661528379999867, 0.8285191071507156],[0, 0, 6, 0.8285191071507156],-0.996
15:08:17.484023,[0.01908597467130324, 0.001747725868104788, 0.9789565496230845, 0.9693506688725025],[0, 0, 6, 0.9693506688725025],-0.897
15:08:28.442179,[0.0, 0.0, 1.0, 1.0],[0, 0, 6, 1.0],-0.953
15:08:39.492828,[0.06588361137070774, 0.016019415689475913, 0.9180848040685614, 0.9024243820985255],[0, 0, 6, 0.9024243820985255],-0.952
15:08:50.528361,[0.0, 0.0, 1.0, 1.0],[0, 0, 6, 1.0],-0.995
15:09:01.516714,[5.4650271672821524e-17, 0.0, 1.0, 1.0],[0, 0, 6, 1.0],-0.947
[0.01908597 0.00174773 0.97895655 0.96935067],0.897
0.01908597467130324,[0, 0, 6, 0.9693506688725025, -0.897]
