time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
19:10:44.153078,[0.1037199584438514, 0.46067316434639727, 0.43533635144233207, 0.5759290622487737],[0, 3, 2, 0.5759290622487737],-0.853
