time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
16:22:52.775377,[0.29530755572986245, 0.060433782377348644, 0.6437268193386846, 0.46641971071748584],[2, 0, 4, 0.46641971071748584],0.0
