time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
13:30:24.847624,[0.8449326802272784, 0.016773175430650267, 0.13798988292535264, 0.35923270356384923],[6, 0, 0, 0.35923270356384923],-2.019
