time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
20:59:04.455424,[0.29385271768360743, 0.4353716907497499, 0.27066717279631636, 0.4117095944959641],[1, 2, 0, 0.4117095944959641],-1.11
