time,,cu,,gu,,nu,,tris,,,ct,,gt,,nt,,ttris,,reward
17:19:21.625116,[0.17487411923647633, 0.49789418974230537, 0.32623461472519677, 0.3945702952363676],[1, 3, 2, 0.3945702952363676],-0.569
